id,name,name_scientific,wikipedia_id,food_group,food_subgroup,food_type,culinarydb_ingredient_id,foodb_id
1bd83808-92a8-11ee-8750-0242ac1c000c,Hedge mustard,Sisymbrium,Hedge_mustard,Herbs and Spices,Other seeds,Type 1,647,485
1bd85e6e-92a8-11ee-8750-0242ac1c000c,Snapper,Lutjanidae,Lutjanidae,Aquatic foods,Fishes,Type 1,648,487
1bd88484-92a8-11ee-8750-0242ac1c000c,Spelt,Triticum spelta,Spelt,Cereals and cereal products,Cereals,Type 1,649,489
1bd8aa72-92a8-11ee-8750-0242ac1c000c,Spirulina,Spirulina,,Aquatic foods,Seaweed,Type 1,650,490
1bd8d07e-92a8-11ee-8750-0242ac1c000c,Squab,Columba,Squab_(food),Animal foods,Poultry,Type 1,651,491
1bd8f7a2-92a8-11ee-8750-0242ac1c000c,Greater sturgeon,Acipenser,,Aquatic foods,Fishes,Type 1,653,494
1bd9202e-92a8-11ee-8750-0242ac1c000c,White sucker,Catostomus commersonii,White_sucker,Aquatic foods,Fishes,Type 1,654,495
1bd94680-92a8-11ee-8750-0242ac1c000c,Pumpkinseed sunfish,Lepomis gibbosus,Pumpkinseed,Aquatic foods,Fishes,Type 1,655,497
1bd96cf0-92a8-11ee-8750-0242ac1c000c,Swordfish,Xiphias gladius,Swordfish,Aquatic foods,Fishes,Type 1,656,498
1bd99432-92a8-11ee-8750-0242ac1c000c,Taro,Colocasia esculenta,Taro,Vegetables,Root vegetables,Type 1,657,499
1bd9bac0-92a8-11ee-8750-0242ac1c000c,Teff,Eragrostis tef,Teff,Herbs and Spices,Herbs,Type 1,658,500
1bd9e180-92a8-11ee-8750-0242ac1c000c,Tilefish,Lopholatilus chamaeleonticeps,Lopholatilus_chamaeleonticeps,Aquatic foods,Fishes,Type 1,659,501
1bda0854-92a8-11ee-8750-0242ac1c000c,Mexican groundcherry,Physalis philadelphica var. immaculata,Mexican_Groundcherry,Vegetables,Fruit vegetables,Type 1,660,502
1bda2fe6-92a8-11ee-8750-0242ac1c000c,Towel gourd,Luffa aegyptiaca,Luffa,Gourds,Gourds,Type 1,661,503
1bda569c-92a8-11ee-8750-0242ac1c000c,Walleye,Sander vitreus,Walleye,Aquatic foods,Fishes,Type 1,663,507
1bda7cb2-92a8-11ee-8750-0242ac1c000c,Alaska pollock,Theragra chalcogramma,Alaska pollock,Aquatic foods,Fishes,Type 1,664,508
1bdaa2a0-92a8-11ee-8750-0242ac1c000c,Whelk,Buccinidae,Whelk,Aquatic foods,Mollusks,Type 1,665,511
1bdac9c4-92a8-11ee-8750-0242ac1c000c,Broad whitefish,Coregonus nasus,Broad whitefish,Aquatic foods,Fishes,Type 1,667,513
1bdaf0a2-92a8-11ee-8750-0242ac1c000c,Whitefish,Coregonus,Coregonus,Aquatic foods,Fishes,Type 1,668,514
1bdb18b6-92a8-11ee-8750-0242ac1c000c,Whiting,Merlangius merlangus,Merlangius_merlangus,Aquatic foods,Fishes,Type 1,669,515
1bdb3e90-92a8-11ee-8750-0242ac1c000c,Wild rice,Zizania,Wild_rice,Cereals and cereal products,Cereals,Type 1,670,516
1bdb6686-92a8-11ee-8750-0242ac1c000c,Tea leaf willow,Salix pulchra,Salix pulchra,Herbs and Spices,Herbs,Type 1,671,517
1bdb8ce2-92a8-11ee-8750-0242ac1c000c,Winged bean,Psophocarpus tetragonolobus,Winged bean,Pulses,Beans,Type 1,672,518
1bdbb46a-92a8-11ee-8750-0242ac1c000c,Yam,Dioscorea,Yam_(vegetable),Vegetables,Tubers,Type 1,673,519
1bdbdb70-92a8-11ee-8750-0242ac1c000c,Jicama,Pachyrhizus erosus,Jicama,Vegetables,Root vegetables,Type 1,674,520
1bdc01fe-92a8-11ee-8750-0242ac1c000c,Yautia,Xanthosoma sagittifolium,Xanthosoma sagittifolium,Vegetables,Leaf vegetables,Type 1,675,521
1bdc28a0-92a8-11ee-8750-0242ac1c000c,Yellowfin tuna,Thunnus albacares,Yellowfin_tuna,Aquatic foods,Fishes,Type 1,676,522
1bdc4ede-92a8-11ee-8750-0242ac1c000c,Yellowtail amberjack,Seriola lalandi,Yellowtail amberjack,Aquatic foods,Fishes,Type 1,677,523
1bdc75c6-92a8-11ee-8750-0242ac1c000c,Pollock,Pollachius,Pollock,Aquatic foods,Fishes,Type 1,678,524
1bdc9c18-92a8-11ee-8750-0242ac1c000c,Albacore tuna,Thunnus alalunga,Albacore_tuna,Aquatic foods,Fishes,Type 1,679,525
1bdcc2e2-92a8-11ee-8750-0242ac1c000c,Atlantic halibut,Hippoglossus hippoglossus,Atlantic halibut,Aquatic foods,Fishes,Type 1,680,527
1bdce95c-92a8-11ee-8750-0242ac1c000c,Smelt,Osmeridae,Osmeridae,Aquatic foods,Fishes,Type 1,682,530
1bdd0fa4-92a8-11ee-8750-0242ac1c000c,Spiny lobster,Palinuridae,Spiny lobster,Aquatic foods,Crustaceans,Type 1,684,532
1bdd3736-92a8-11ee-8750-0242ac1c000c,Black-eyed pea,Vigna unguiculata ssp. unguiculata,Black-eyed pea,Pulses,Peas,Type 1,685,534
1bdd5d9c-92a8-11ee-8750-0242ac1c000c,Deer,Cervidae,Deer,Animal foods,Venison,Type 1,686,535
1bdd8498-92a8-11ee-8750-0242ac1c000c,Perciformes,Perciformes,Perciformes,Aquatic foods,Fishes,Type 1,688,538
1bddaa72-92a8-11ee-8750-0242ac1c000c,Rabbit,Leporidae,Rabbit,Animal foods,Lagomorphs,Type 1,690,540
1bddd092-92a8-11ee-8750-0242ac1c000c,Beefalo,Bos taurus X Bison bison,Beefalo,Animal foods,Bovines,Type 1,691,542
1bddf5e0-92a8-11ee-8750-0242ac1c000c,Flatfish,Pleuronectiformes,Flatfish,Aquatic foods,Fishes,Type 1,694,548
1bde1c5a-92a8-11ee-8750-0242ac1c000c,Walrus,Odobenus rosmarus,Walrus,Aquatic foods,Pinnipeds,Type 1,695,550
1bde4540-92a8-11ee-8750-0242ac1c000c,Alaska wild rhubarb,Polygonum alpinum,,Vegetables,Stalk vegetables,Type 1,696,551
1bde6e76-92a8-11ee-8750-0242ac1c000c,Oriental wheat,Triticum turanicum,Khorasan_wheat,Cereals and cereal products,Cereals,Type 1,697,552
1bde9482-92a8-11ee-8750-0242ac1c000c,Yardlong bean,Vigna unguiculata ssp. sesquipedalis,Vigna unguiculata subsp. sesquipedalis,Pulses,Peas,Type 1,698,553
1bdebaca-92a8-11ee-8750-0242ac1c000c,Quail,Phasianidae,Quail,Animal foods,Poultry,Type 1,700,555
1bdee02c-92a8-11ee-8750-0242ac1c000c,Boysenberry,Rubus ursinus X idaeus,Boysenberry,Fruits,Berries,Type 1,701,556
1bdf05d4-92a8-11ee-8750-0242ac1c000c,Rowal,Pangium edule,Rowal,Herbs and Spices,Other seeds,Type 1,702,559
1bdf2bf4-92a8-11ee-8750-0242ac1c000c,Jew's ear,Auricularia auricula-judae,Jew%27s_ear,Vegetables,Mushrooms,Type 1,703,560
1bdf5246-92a8-11ee-8750-0242ac1c000c,Shiitake,Lentinus edodes,Shiitake,Vegetables,Mushrooms,Type 1,704,562
1bdf787a-92a8-11ee-8750-0242ac1c000c,Purple laver,Porphyra laciniata,Porphyra,Aquatic foods,Seaweed,Type 1,705,563
1bdf9e2c-92a8-11ee-8750-0242ac1c000c,Wakame,Undaria pinnatifida,Wakame,Aquatic foods,Seaweed,Type 1,706,564
1bdfc410-92a8-11ee-8750-0242ac1c000c,Enokitake,Flammulina velutipes,Enokitake,Vegetables,Mushrooms,Type 1,707,565
1bdfe968-92a8-11ee-8750-0242ac1c000c,Epazote,Dysphania ambrosioides,Epazote,Herbs and Spices,Herbs,Type 1,708,566
1be00fe2-92a8-11ee-8750-0242ac1c000c,Oyster mushroom,Pleurotus ostreatus,Oyster_mushroom,Vegetables,Mushrooms,Type 1,709,567
1be03616-92a8-11ee-8750-0242ac1c000c,Cloud ear fungus,Auricularia polytricha,Cloud_ear_fungus,Vegetables,Mushrooms,Type 1,710,568
1be05d4e-92a8-11ee-8750-0242ac1c000c,Maitake,Grifola frondosa,Maitake,Vegetables,Mushrooms,Type 1,711,569
1be0845e-92a8-11ee-8750-0242ac1c000c,Ostrich fern,Matteuccia struthiopteris,Ostrich_fern,Vegetables,Leaf vegetables,Type 1,712,570
1be0aaf6-92a8-11ee-8750-0242ac1c000c,Spot croaker,Leiostomus xanthurus,Spot croaker,Aquatic foods,Fishes,Type 1,713,571
1be0d22e-92a8-11ee-8750-0242ac1c000c,Sourdock,Rumex articus,Rumex_arcticus,Herbs and Spices,Herbs,Type 1,714,572
1be0f9ac-92a8-11ee-8750-0242ac1c000c,Tinda,Citrullus lanatus var. fistulosus,Tinda,Gourds,Gourds,Type 1,715,573
1be121de-92a8-11ee-8750-0242ac1c000c,Atlantic menhaden,Brevoortia tyrannus,Atlantic menhaden,Aquatic foods,Fishes,Type 1,716,574
1be14858-92a8-11ee-8750-0242ac1c000c,Agave,Agave,Agave,Vegetables,Other vegetables,Type 1,717,577
1be170a8-92a8-11ee-8750-0242ac1c000c,Narrowleaf cattail,Typha angustifolia,Narrowleaf_cattail,Vegetables,Other vegetables,Type 1,718,578
1be1975e-92a8-11ee-8750-0242ac1c000c,Jellyfish,Scyphozoa,Jellyfish,Aquatic foods,Other aquatic foods,Type 1,719,579
1be1bd74-92a8-11ee-8750-0242ac1c000c,Anchovy,Engraulidae,Anchovy,Aquatic foods,Fishes,Type 1,720,580
1be1e556-92a8-11ee-8750-0242ac1c000c,Blue whiting,Micromesistius poutassou,Blue whiting,Aquatic foods,Fishes,Type 1,721,581
1be21094-92a8-11ee-8750-0242ac1c000c,Carp bream,Abramis brama,Carp_bream,Aquatic foods,Fishes,Type 1,722,582
1be23664-92a8-11ee-8750-0242ac1c000c,Chanterelle,Cantharellus cibarius,Chanterelle,Vegetables,Mushrooms,Type 1,723,583
1be25aae-92a8-11ee-8750-0242ac1c000c,Sturgeon,Acipenseridae,Sturgeon,Aquatic foods,Fishes,Type 1,724,584
1be28088-92a8-11ee-8750-0242ac1c000c,Charr,Salvelinus,Salvelinus,Aquatic foods,Fishes,Type 1,725,585
1be2a68a-92a8-11ee-8750-0242ac1c000c,Common dab,Limanda limanda,Common dab,Aquatic foods,Fishes,Type 1,726,588
1be2cd9a-92a8-11ee-8750-0242ac1c000c,Spiny dogfish,Squalus acanthias,Spiny dogfish,Aquatic foods,Fishes,Type 1,727,589
1be2f428-92a8-11ee-8750-0242ac1c000c,Anatidae,Anatidae,Anatidae,Animal foods,Poultry,Type 1,728,590
1be31b74-92a8-11ee-8750-0242ac1c000c,Anguilliformes,Anguilliformes,Anguilliformes,Aquatic foods,Fishes,Type 1,729,591
1be34194-92a8-11ee-8750-0242ac1c000c,True frog,Ranidae,True frog,Aquatic foods,Amphibians,Type 1,730,592
1be36908-92a8-11ee-8750-0242ac1c000c,Garfish,Belone belone,Garfish,Aquatic foods,Fishes,Type 1,731,593
1be38f32-92a8-11ee-8750-0242ac1c000c,Gadiformes,Gadiformes,Gadiformes,Aquatic foods,Fishes,Type 1,732,594
1be3b598-92a8-11ee-8750-0242ac1c000c,Mountain hare,Lepus timidus,Mountain_hare,Animal foods,Lagomorphs,Type 1,733,595
1be3db7c-92a8-11ee-8750-0242ac1c000c,Lake trout,Salvelinus namaycush,Lake_trout,Aquatic foods,Fishes,Type 1,734,596
1be401ce-92a8-11ee-8750-0242ac1c000c,Lemon sole,Microstomus kitt,Lemon sole,Aquatic foods,Fishes,Type 1,735,597
1be42848-92a8-11ee-8750-0242ac1c000c,Lumpsucker,Cyclopteridae,Lumpsucker,Aquatic foods,Fishes,Type 1,736,599
1be44d32-92a8-11ee-8750-0242ac1c000c,Norway haddock,Sebastes viviparus,Norway_haddock,Aquatic foods,Fishes,Type 1,738,602
1be4729e-92a8-11ee-8750-0242ac1c000c,Norway pout,Trisopterus esmarkii,Trisopterus esmarkii,Aquatic foods,Fishes,Type 1,739,604
1be49968-92a8-11ee-8750-0242ac1c000c,Oil palm,Elaeis,,Herbs and Spices,Oilseed crops,Type 1,740,605
1be4bf6a-92a8-11ee-8750-0242ac1c000c,Sago palm,Metroxylon sagu,Metroxylon_sagu,Herbs and Spices,Oilseed crops,Type 1,741,607
1be4e5a8-92a8-11ee-8750-0242ac1c000c,Persimmon,Diospyros,Persimmon,Fruits,Tropical fruits,Type 1,742,608
1be508c6-92a8-11ee-8750-0242ac1c000c,Pikeperch,Sander lucioperca,Pikeperch,Aquatic foods,Fishes,Type 1,743,609
1be52c48-92a8-11ee-8750-0242ac1c000c,Rock ptarmigan,Lagopus muta,Rock_ptarmigan,Animal foods,Poultry,Type 1,745,611
1be54ffc-92a8-11ee-8750-0242ac1c000c,Pacific ocean perch,Sebastes alutus,Pacific ocean perch,Aquatic foods,Fishes,Type 1,746,612
1be57388-92a8-11ee-8750-0242ac1c000c,Black salsify,Scorzonera hispanica,Scorzonera hispanica,Vegetables,Root vegetables,Type 1,747,613
1be59714-92a8-11ee-8750-0242ac1c000c,True seal,Phocidae,Earless seal,Aquatic foods,Pinnipeds,Type 1,748,614
1be5bafa-92a8-11ee-8750-0242ac1c000c,Red algae,Rhodophyta,Red_algae,Aquatic foods,Seaweed,Type 1,749,615
1be5dcec-92a8-11ee-8750-0242ac1c000c,Kombu,Saccharina japonica,Kombu,Aquatic foods,Seaweed,Type 1,750,616
1be60028-92a8-11ee-8750-0242ac1c000c,Snail,Gastropoda,Snail,Aquatic foods,Mollusks,Type 1,751,617
1be6245e-92a8-11ee-8750-0242ac1c000c,True sole,Soleidae,True_sole,Aquatic foods,Fishes,Type 1,752,618
1be6472c-92a8-11ee-8750-0242ac1c000c,Catfish,Siluriformes,Catfish,Aquatic foods,Fishes,Type 1,753,619
1be66a90-92a8-11ee-8750-0242ac1c000c,Thistle,Cirsium,Thistle,Vegetables,Root vegetables,Type 1,754,620
1be68ed0-92a8-11ee-8750-0242ac1c000c,Conch,Strombidae,Conch,Aquatic foods,Mollusks,Type 1,758,625
1be6b28e-92a8-11ee-8750-0242ac1c000c,Berry wine,,,Beverages,Fermented beverages,Type 2,759,627
1be6d606-92a8-11ee-8750-0242ac1c000c,Vodka,,Vodka,Beverages,Distilled beverages,Type 2,762,639
1be6f938-92a8-11ee-8750-0242ac1c000c,Ice cream,,Ice_cream,Confectioneries,Frozen desserts,Type 2,763,641
1be71c74-92a8-11ee-8750-0242ac1c000c,Vermouth,,Vermouth,Beverages,Fortified wines,Type 2,764,648
1be74104-92a8-11ee-8750-0242ac1c000c,Madeira wine,,Madeira_wine,Beverages,Fortified wines,Type 2,765,650
1be762ec-92a8-11ee-8750-0242ac1c000c,Nougat,,Nougat,Confectioneries,Other confectioneries,Type 2,766,651
1be7863c-92a8-11ee-8750-0242ac1c000c,Toffee,,Toffee,Confectioneries,Other confectioneries,Type 2,767,653
1be7a9be-92a8-11ee-8750-0242ac1c000c,Cake,,Cake,Confectioneries,Desserts,Type 2,768,654
1be7cd0e-92a8-11ee-8750-0242ac1c000c,Pizza,,Pizza,Dishes,Other dishes,Type 2,769,655
1be7f130-92a8-11ee-8750-0242ac1c000c,Ymer,,Ymer_(dairy_product),Milk and milk products,Fermented milk products,Type 2,770,656
1be81426-92a8-11ee-8750-0242ac1c000c,Pastry,,Pastry,Confectioneries,Desserts,Type 2,772,660
1be838fc-92a8-11ee-8750-0242ac1c000c,Dragée,,Dragée,Confectioneries,Candies,Type 2,773,661
1be85dc8-92a8-11ee-8750-0242ac1c000c,Chewing gum,,Chewing_gum,Confectioneries,Candies,Type 2,774,662
1be880aa-92a8-11ee-8750-0242ac1c000c,Marzipan,,Marzipan,Confectioneries,Other confectioneries,Type 2,775,663
1be8b886-92a8-11ee-8750-0242ac1c000c,Salad dressing,,Salad#Dressings,Baking goods,Dressings,Type 2,776,664
1be8dd5c-92a8-11ee-8750-0242ac1c000c,Salt,,Salt,Baking goods,Seasonings,Type 2,778,666
1be9007a-92a8-11ee-8750-0242ac1c000c,Cream,,Cream,Milk and milk products,Other milk products,Type 2,780,669
1be923c0-92a8-11ee-8750-0242ac1c000c,Sugar,,Sugar,Baking goods,Sugars,Type 2,781,670
1be94634-92a8-11ee-8750-0242ac1c000c,Sausage,,Sausage,Dishes,Ground meat,Type 2,782,671
1be96812-92a8-11ee-8750-0242ac1c000c,Meatball,,Meatball,Dishes,Ground meat,Type 2,783,672
1be98aa4-92a8-11ee-8750-0242ac1c000c,Pate,,Pâté,Dishes,Ground meat,Type 2,784,674
1be9ac00-92a8-11ee-8750-0242ac1c000c,Meat bouillon,,,Baking goods,Baking goods,Type 2,786,677
1be9d180-92a8-11ee-8750-0242ac1c000c,Whey,,Whey,Milk and milk products,Other milk products,Type 2,788,679
1be9f520-92a8-11ee-8750-0242ac1c000c,Casein,,Casein,Milk and milk products,Other milk products,Type 2,789,680
1bea188e-92a8-11ee-8750-0242ac1c000c,Leavening agent,,Leavening_agent,Baking goods,Baking goods,Type 2,791,682
1bea3c92-92a8-11ee-8750-0242ac1c000c,Marshmallow,,Marshmallow,Confectioneries,Candies,Type 2,792,683
1bea5f2e-92a8-11ee-8750-0242ac1c000c,Gelatin,,Gelatin,Baking goods,Baking goods,Type 2,793,684
1bea82ba-92a8-11ee-8750-0242ac1c000c,Water,,Water,Beverages,Waters,Type 2,794,685
1beaa5ce-92a8-11ee-8750-0242ac1c000c,Milk (Human),,Milk,Milk and milk products,Unfermented milks,Type 2,796,687
1beaca72-92a8-11ee-8750-0242ac1c000c,Dumpling,,Dumpling,Dishes,Other dishes,Type 2,799,691
1beaecd2-92a8-11ee-8750-0242ac1c000c,Soup,,Soup,Dishes,Other dishes,Type 2,800,692
1beb0ed8-92a8-11ee-8750-0242ac1c000c,Syrup,,Syrup,Baking goods,Baking goods,Type 2,803,695
1beb3106-92a8-11ee-8750-0242ac1c000c,Remoulade,,Remoulade,Baking goods,Condiments,Type 2,805,697
1beb53ac-92a8-11ee-8750-0242ac1c000c,Chocolate spread,,Chocolate spread,Confectioneries,Spreads,Type 2,806,698
1beb75b2-92a8-11ee-8750-0242ac1c000c,Fruit gum,,Fruit_Gums,Confectioneries,Candies,Type 2,807,699
1beb97ae-92a8-11ee-8750-0242ac1c000c,Meringue,,Meringue,Confectioneries,Other confectioneries,Type 2,810,702
1bebbb30-92a8-11ee-8750-0242ac1c000c,Cocoa butter,,Cocoa_butter,Cocoa and cocoa products,Cocoa products,Type 2,814,706
1bebde4e-92a8-11ee-8750-0242ac1c000c,Cocoa powder,,Cocoa_solids,Cocoa and cocoa products,Cocoa products,Type 2,815,707
1bec0040-92a8-11ee-8750-0242ac1c000c,Chocolate,,Types_of_chocolate,Cocoa and cocoa products,Cocoa products,Type 2,817,709
1bec2386-92a8-11ee-8750-0242ac1c000c,Hot chocolate,,Hot_chocolate,Cocoa and cocoa products,Cocoa products,Type 2,818,710
1bec44c4-92a8-11ee-8750-0242ac1c000c,Kefir,,Kefir,Milk and milk products,Fermented milks,Type 2,820,713
1bec67ba-92a8-11ee-8750-0242ac1c000c,Miso,,Miso,Soy,Soy products,Type 2,822,717
1bec89f2-92a8-11ee-8750-0242ac1c000c,Tofu,,Tofu,Soy,Soy products,Type 2,823,718
1becac16-92a8-11ee-8750-0242ac1c000c,Zwieback,,Zwieback,Cereals and cereal products,Leavened breads,Type 2,824,721
1beccf34-92a8-11ee-8750-0242ac1c000c,Roe,,Roe,Aquatic foods,Roe,Type 2,825,722
1becf2a2-92a8-11ee-8750-0242ac1c000c,Icing,,Icing_(food),Confectioneries,Other confectioneries,Type 2,827,724
1bed153e-92a8-11ee-8750-0242ac1c000c,Snack bar,,,Snack foods,Snack foods,Type 2,828,725
1bed3866-92a8-11ee-8750-0242ac1c000c,Green turtle,Chelonia mydas,Green sea turtle,Aquatic foods,Other aquatic foods,Type 1,829,726
1bed5b34-92a8-11ee-8750-0242ac1c000c,Burrito,,Burrito,Dishes,Tex-Mex cuisine,Type 2,831,728
1bed7bfa-92a8-11ee-8750-0242ac1c000c,Hamburger,,Hamburger,Dishes,Sandwiches,Type 2,832,729
1bed9fe0-92a8-11ee-8750-0242ac1c000c,Taco,,Taco,Dishes,Tex-Mex cuisine,Type 2,834,732
1bedc268-92a8-11ee-8750-0242ac1c000c,Tortilla,,Tortilla,Cereals and cereal products,Flat breads,Type 2,835,733
1bede4dc-92a8-11ee-8750-0242ac1c000c,Nachos,,Nachos,Dishes,Tex-Mex cuisine,Type 2,836,734
1bee0d9a-92a8-11ee-8750-0242ac1c000c,Salad,,Salad,Dishes,Other dishes,Type 2,837,736
1bee30fe-92a8-11ee-8750-0242ac1c000c,Dulce de leche,,Dulce_de_leche,Confectioneries,Spreads,Type 2,839,738
1bee53b8-92a8-11ee-8750-0242ac1c000c,Topping,,,Baking goods,Baking goods,Type 2,840,739
1bee765e-92a8-11ee-8750-0242ac1c000c,Sweet custard,,Custard,Confectioneries,Milk desserts,Type 2,841,740
1bee988c-92a8-11ee-8750-0242ac1c000c,Egg roll,,Egg_roll,Dishes,Asian cuisine,Type 2,842,742
1beebad8-92a8-11ee-8750-0242ac1c000c,Heart of palm,,Heart_of_palm,Vegetables,Other vegetables,Type 1,843,743
1beedb94-92a8-11ee-8750-0242ac1c000c,Potato chip,,Potato_chip,Snack foods,Snack foods,Type 2,845,745
1beefef8-92a8-11ee-8750-0242ac1c000c,Tortilla chip,,Tortilla_chip,Snack foods,Snack foods,Type 2,846,746
1bef2270-92a8-11ee-8750-0242ac1c000c,Corn chip,,Corn_chip,Snack foods,Snack foods,Type 2,847,747
1bef4462-92a8-11ee-8750-0242ac1c000c,Hibiscus tea,Hibiscus sabbariffa,Hibiscus_tea,Teas,Herbal teas,Type 1,848,748
1bef6726-92a8-11ee-8750-0242ac1c000c,Stew,,Stew,Dishes,Other dishes,Type 2,849,749
1bef8a76-92a8-11ee-8750-0242ac1c000c,Gelatin dessert,,Gelatin_dessert,Confectioneries,Desserts,Type 2,850,750
1befac04-92a8-11ee-8750-0242ac1c000c,Junket,,Junket_(dessert),Confectioneries,Milk desserts,Type 2,851,751
1befce5a-92a8-11ee-8750-0242ac1c000c,Falafel,,Falafel,Dishes,Other dishes,Type 2,852,752
1befef16-92a8-11ee-8750-0242ac1c000c,Frybread,,Frybread,Dishes,Other dishes,Type 2,853,753
1bf01234-92a8-11ee-8750-0242ac1c000c,Lasagna,,Lasagna,Dishes,Pasta dishes,Type 2,855,755
1bf0355c-92a8-11ee-8750-0242ac1c000c,Pancake,,Pancake,Dishes,Other dishes,Type 2,857,757
1bf0580c-92a8-11ee-8750-0242ac1c000c,Pectin,,Pectin,Baking goods,Baking goods,Type 2,858,758
1bf079ea-92a8-11ee-8750-0242ac1c000c,Pudding,,Pudding,Confectioneries,Desserts,Type 2,859,759
1bf09d26-92a8-11ee-8750-0242ac1c000c,Waffle,,Waffle,Dishes,Other dishes,Type 2,860,760
1bf0c4ae-92a8-11ee-8750-0242ac1c000c,Soy milk,,Soy_milk,Soy,Soy products,Type 2,861,761
1bf0e7e0-92a8-11ee-8750-0242ac1c000c,Meatloaf,,Meatloaf,Dishes,Ground meat,Type 2,862,762
1bf10a68-92a8-11ee-8750-0242ac1c000c,Cocktail,,List_of_cocktails,Beverages,Alcoholic beverages,Type 2,863,764
1bf12dc2-92a8-11ee-8750-0242ac1c000c,Couscous,,Couscous,Dishes,Berber cuisine,Type 2,864,765
1bf14ea6-92a8-11ee-8750-0242ac1c000c,Bulgur,,Bulgur,Cereals and cereal products,Cereal products,Type 2,865,766
1bf170f2-92a8-11ee-8750-0242ac1c000c,Coffee mocha,,Cafe_mocha,Coffee and coffee products,Coffee products,Type 2,867,768
1bf193b6-92a8-11ee-8750-0242ac1c000c,Chimichanga,,Chimichanga,Dishes,Mexican cuisine,Type 2,868,769
1bf1b53a-92a8-11ee-8750-0242ac1c000c,Semolina,,Semolina,Cereals and cereal products,Cereal products,Type 2,869,770
1bf1d83a-92a8-11ee-8750-0242ac1c000c,Tapioca pearl,,Tapioca,Baking goods,Baking goods,Type 2,870,771
1bf1facc-92a8-11ee-8750-0242ac1c000c,Tostada,,Tostada,Dishes,Mexican cuisine,Type 2,871,772
1bf21d7c-92a8-11ee-8750-0242ac1c000c,Quesadilla,,Quesadilla,Dishes,Mexican cuisine,Type 2,872,773
1bf23ee2-92a8-11ee-8750-0242ac1c000c,Baked potato,,Baked_potato,Dishes,Potato dishes,Type 2,873,774
1bf25f9e-92a8-11ee-8750-0242ac1c000c,Hot dog,,Hot_dog,Dishes,Sandwiches,Type 2,874,775
1bf286d6-92a8-11ee-8750-0242ac1c000c,Spread,,Spread_(food),Baking goods,Baking goods,Type 2,875,776
1bf2b034-92a8-11ee-8750-0242ac1c000c,Enchilada,,Enchilada,Dishes,Mexican cuisine,Type 2,876,777
1bf2d334-92a8-11ee-8750-0242ac1c000c,Ketchup,,Ketchup,Baking goods,Condiments,Type 2,880,781
1bf2f940-92a8-11ee-8750-0242ac1c000c,Adobo,,Adobo,Baking goods,Seasonings,Type 2,882,783
1bf32370-92a8-11ee-8750-0242ac1c000c,Horned melon,Cucumis metuliferus,Horned_melon,Gourds,Gourds,Type 2,884,786
1bf349c2-92a8-11ee-8750-0242ac1c000c,Hushpuppy,,Hushpuppy,Dishes,American cuisine,Type 2,885,787
1bf36dee-92a8-11ee-8750-0242ac1c000c,Fruit juice,,Juice,Beverages,Other beverages,Type 2,886,788
1bf3904e-92a8-11ee-8750-0242ac1c000c,Relish,,Relish,Baking goods,Condiments,Type 2,887,789
1bf3b2ea-92a8-11ee-8750-0242ac1c000c,Fruit salad,,Fruit_salad,Fruits,Fruit products,Type 2,889,791
1bf3d478-92a8-11ee-8750-0242ac1c000c,Soy yogurt,,Soy_yogurt,Soy,Soy products,Type 2,890,792
1bf3f73c-92a8-11ee-8750-0242ac1c000c,Cold cut,,Cold_cut,Dishes,Ground meat,Type 2,893,795
1bf4196a-92a8-11ee-8750-0242ac1c000c,Mixed nuts,,Mixed_nuts,Nuts,Nuts,Type 2,894,796
1bf43b84-92a8-11ee-8750-0242ac1c000c,Babassu palm,Attalea speciosa,Attalea_speciosa,Herbs and Spices,Oilseed crops,Type 1,895,798
1bf45c7c-92a8-11ee-8750-0242ac1c000c,Shea tree,Vitellaria paradoxa,Shea_tree,Herbs and Spices,Oilseed crops,Type 1,897,800
1bf47f40-92a8-11ee-8750-0242ac1c000c,Oil-seed Camellia,Camellia oleifera,Camellia_oleifera,Herbs and Spices,Oilseed crops,Type 1,898,801
1bf4a204-92a8-11ee-8750-0242ac1c000c,Ucuhuba,Virola surinamensis,Virola_surinamensis,Herbs and Spices,Oilseed crops,Type 1,899,802
1bf4c46e-92a8-11ee-8750-0242ac1c000c,Phyllo dough,,Phyllo,Baking goods,Baking goods,Type 2,900,803
1bf4e5a2-92a8-11ee-8750-0242ac1c000c,Cooking oil,,Cooking_oil,Baking goods,Baking goods,Type 2,901,804
1bf50988-92a8-11ee-8750-0242ac1c000c,Pie crust,,Pie_crust,Baking goods,Wrappers,Type 2,902,805
1bf52c10-92a8-11ee-8750-0242ac1c000c,Pie,,Pie,Confectioneries,Desserts,Type 2,904,807
1bf54e66-92a8-11ee-8750-0242ac1c000c,Shortening,,Shortening,Fats and oils,Vegetable fats,Type 2,905,808
1bf57134-92a8-11ee-8750-0242ac1c000c,Soy cream,,,Soy,Soy products,Type 2,906,809
1bf592fe-92a8-11ee-8750-0242ac1c000c,Ice cream cone,,Ice_cream_cone,Baking goods,Wrappers,Type 2,907,810
1bf5b702-92a8-11ee-8750-0242ac1c000c,Molasses,,Molasses,Baking goods,Baking goods,Type 2,908,811
1bf5d9da-92a8-11ee-8750-0242ac1c000c,Nance,Byrsonima crassifolia,Byrsonima_crassifolia,Fruits,Tropical fruits,Type 1,909,813
