id,name,name_scientific,wikipedia_id,food_group,food_subgroup,food_type,culinarydb_ingredient_id,foodb_id
1bbbf670-92a8-11ee-8750-0242ac1c000c,Evening primrose,Oenothera biennis,Evening_primrose,Herbs and Spices,Oilseed crops,Type 1,436,120
1bbc18bc-92a8-11ee-8750-0242ac1c000c,Millet,Panicum miliaceum,Millet,Cereals and cereal products,Cereals,Type 1,437,126
1bbc422e-92a8-11ee-8750-0242ac1c000c,Scarlet bean,Phaseolus coccineus,Phaseolus_coccineus,Pulses,Beans,Type 1,438,132
1bbc66aa-92a8-11ee-8750-0242ac1c000c,Pistachio,Pistacia vera,Pistachio,Nuts,Nuts,Type 1,439,140
1bbc8bee-92a8-11ee-8750-0242ac1c000c,Purslane,Portulaca oleracea,Purslane,Herbs and Spices,Herbs,Type 1,440,142
1bbcafac-92a8-11ee-8750-0242ac1c000c,Red raspberry,Rubus idaeus,Red_raspberry,Fruits,Berries,Type 1,441,162
1bbcee90-92a8-11ee-8750-0242ac1c000c,Black raspberry,Rubus occidentalis,Black raspberry,Fruits,Berries,Type 1,442,163
1bbd4124-92a8-11ee-8750-0242ac1c000c,Sorrel,Rumex acetosa,Sorrel,Herbs and Spices,Herbs,Type 1,443,164
1bbd7374-92a8-11ee-8750-0242ac1c000c,Summer savory,Satureja hortensis,Summer_savory,Herbs and Spices,Herbs,Type 1,444,167
1bbd9b4c-92a8-11ee-8750-0242ac1c000c,Winter savory,Satureja montana,Winter savory,Herbs and Spices,Herbs,Type 1,445,168
1bbdc810-92a8-11ee-8750-0242ac1c000c,Cherry tomato,Solanum lycopersicum var. cerasiforme,Cherry tomato,Vegetables,Fruit vegetables,Type 1,446,172
1bbdfac4-92a8-11ee-8750-0242ac1c000c,Rowanberry,Sorbus aucuparia,Rowanberry,Fruits,Berries,Type 1,447,176
1bbe2008-92a8-11ee-8750-0242ac1c000c,Sorghum,Sorghum bicolor,Sorghum,Cereals and cereal products,Cereals,Type 1,448,177
1bbe454c-92a8-11ee-8750-0242ac1c000c,Dandelion,Taraxacum officinale,Dandelion,Herbs and Spices,Herbs,Type 1,449,181
1bbe6996-92a8-11ee-8750-0242ac1c000c,Linden,Tilia,,Herbs and Spices,Herbs,Type 1,450,184
1bbe8eee-92a8-11ee-8750-0242ac1c000c,Small-leaf linden,Tilia cordata,Tilia cordata,Herbs and Spices,Herbs,Type 1,451,185
1bbeb306-92a8-11ee-8750-0242ac1c000c,Wheat,Triticum,Wheat,Cereals and cereal products,Cereals,Type 1,452,575
1bbed886-92a8-11ee-8750-0242ac1c000c,Sparkleberry,Vaccinium arboreum,Sparkleberry,Fruits,Berries,Type 1,453,190
1bbefc76-92a8-11ee-8750-0242ac1c000c,Common verbena,Verbena officinalis,Verbena officinalis,Herbs and Spices,Herbs,Type 1,454,196
1bbf20f2-92a8-11ee-8750-0242ac1c000c,Adzuki bean,Vigna angularis,Azuki bean,Pulses,Beans,Type 1,455,198
1bbf4438-92a8-11ee-8750-0242ac1c000c,Gram bean,Vigna mungo,Vigna_mungo,Pulses,Beans,Type 1,456,199
1bbf686e-92a8-11ee-8750-0242ac1c000c,Mung bean,Vigna radiata,Mung bean,Pulses,Beans,Type 1,457,200
1bbf8f92-92a8-11ee-8750-0242ac1c000c,Climbing bean,Vigna umbellata,Vigna umbellata,Pulses,Beans,Type 1,458,201
1bbfb3d2-92a8-11ee-8750-0242ac1c000c,Muscadine grape,Vitis rotundifolia,Muscadine,Fruits,Berries,Type 1,459,203
1bbfd92a-92a8-11ee-8750-0242ac1c000c,Bayberry,Myrica,Bayberry,Fruits,Berries,Type 1,460,209
1bbffd42-92a8-11ee-8750-0242ac1c000c,Elliott's blueberry,Vaccinium elliottii,Vaccinium_elliottii,Fruits,Berries,Type 1,461,210
1bc02178-92a8-11ee-8750-0242ac1c000c,Canada blueberry,Vaccinium myrtilloides,Vaccinium myrtilloides,Fruits,Berries,Type 1,462,211
1bc04694-92a8-11ee-8750-0242ac1c000c,Buffalo currant,Ribes aureum var. villosum,Buffalo_currant,Fruits,Berries,Type 1,463,213
1bc06a70-92a8-11ee-8750-0242ac1c000c,Deerberry,Vaccinium stamineum,Vaccinium stamineum,Fruits,Berries,Type 1,464,218
1bc08e60-92a8-11ee-8750-0242ac1c000c,Ginseng,Panax,Ginseng,Herbs and Spices,Spices,Type 1,465,219
1bc0b336-92a8-11ee-8750-0242ac1c000c,Longan,Dimocarpus longan,Longan,Fruits,Tropical fruits,Type 1,466,224
1bc0d71c-92a8-11ee-8750-0242ac1c000c,Rambutan,Nephelium lappaceum,Rambutan,Fruits,Tropical fruits,Type 1,469,234
1bc0fbfc-92a8-11ee-8750-0242ac1c000c,Red rice,Oryza rufipogon,Oryza_rufipogon,Cereals and cereal products,Cereals,Type 1,470,235
1bc11f92-92a8-11ee-8750-0242ac1c000c,Welsh onion,Allium fistulosum,Welsh_onion,Herbs and Spices,Herbs,Type 1,472,241
1bc143aa-92a8-11ee-8750-0242ac1c000c,Hard wheat,Triticum durum,Hard_wheat,Cereals and cereal products,Cereals,Type 1,473,242
1bc166a0-92a8-11ee-8750-0242ac1c000c,Triticale,X Triticosecale rimpaui,Triticale,Cereals and cereal products,Cereals,Type 1,474,246
1bc1898c-92a8-11ee-8750-0242ac1c000c,Komatsuna,Brassica rapa var. perviridis,Komatsuna,Vegetables,Cabbages,Type 1,475,251
1bc1ae9e-92a8-11ee-8750-0242ac1c000c,Pak choy,Brassica rapa var. chinensis,Pak_choy,Vegetables,Cabbages,Type 1,476,252
1bc1d2a2-92a8-11ee-8750-0242ac1c000c,Jostaberry,Ribes × nidigrolaria,Jostaberry,Fruits,Berries,Type 1,477,257
1bc1f5d4-92a8-11ee-8750-0242ac1c000c,Kai-lan,Brassica oleracea var. alboglabra,Kai-lan,Vegetables,Cabbages,Type 1,478,258
1bc2192e-92a8-11ee-8750-0242ac1c000c,Pineappple sage,Salvia elegans,Salvia_elegans,Herbs and Spices,Herbs,Type 1,480,266
1bc23cec-92a8-11ee-8750-0242ac1c000c,Skunk currant,Ribes glandulosum,Ribes glandulosum,Fruits,Berries,Type 1,481,267
1bc26118-92a8-11ee-8750-0242ac1c000c,Breakfast cereal,,Breakfast cereal,Cereals and cereal products,Cereal products,Type 2,482,270
1bc285d0-92a8-11ee-8750-0242ac1c000c,Pasta,,Pasta,Cereals and cereal products,Cereal products,Type 2,484,274
1bc2a902-92a8-11ee-8750-0242ac1c000c,Biscuit,,Biscuit,Cereals and cereal products,Cereal products,Type 2,485,275
1bc2ce46-92a8-11ee-8750-0242ac1c000c,Sourdough,,Sourdough,Cereals and cereal products,Doughs,Type 2,486,276
1bc2f768-92a8-11ee-8750-0242ac1c000c,Spirit,,Spirit,Beverages,Distilled beverages,Type 2,487,277
1bc31b3a-92a8-11ee-8750-0242ac1c000c,Abalone,Haliotis,Abalone,Aquatic foods,Mollusks,Type 1,489,280
1bc33f20-92a8-11ee-8750-0242ac1c000c,Abiyuch,Crateva religiosa,Crateva religiosa,Fruits,Tropical fruits,Type 1,490,281
1bc36158-92a8-11ee-8750-0242ac1c000c,Acerola,Malpighia emarginata,Malpighia emarginata,Fruits,Tropical fruits,Type 1,491,282
1bc3858e-92a8-11ee-8750-0242ac1c000c,Acorn,Quercus,Acorn,Nuts,Nuts,Type 1,492,283
1bc3aa28-92a8-11ee-8750-0242ac1c000c,Winter squash,Cucurbita maxima,Winter squash,Gourds,Gourds,Type 1,493,284
1bc3cec2-92a8-11ee-8750-0242ac1c000c,Agar,Eucheuma,Agar,Aquatic foods,Seaweed,Type 1,494,285
1bc3f15e-92a8-11ee-8750-0242ac1c000c,Red king crab,Paralithodes camtschaticus,Paralithodes camtschaticus,Aquatic foods,Crustaceans,Type 1,495,286
1bc414f4-92a8-11ee-8750-0242ac1c000c,Alfalfa,Medicago sativa,Alfalfa,Herbs and Spices,Herbs,Type 1,496,287
1bc43876-92a8-11ee-8750-0242ac1c000c,Amaranth,Amaranthus,Amaranth,Herbs and Spices,Herbs,Type 1,497,289
1bc45cb6-92a8-11ee-8750-0242ac1c000c,Arrowhead,Sagittaria latifolia,Sagittaria_latifolia,Vegetables,Tubers,Type 1,498,290
1bc48056-92a8-11ee-8750-0242ac1c000c,Arrowroot,Maranta arundinacea,Maranta_arundinacea,Vegetables,Tubers,Type 1,499,291
1bc4a450-92a8-11ee-8750-0242ac1c000c,Atlantic herring,Clupea harengus harengus,Atlantic herring,Aquatic foods,Fishes,Type 1,500,293
1bc4c822-92a8-11ee-8750-0242ac1c000c,Atlantic mackerel,Scomber scombrus,Atlantic mackerel,Aquatic foods,Fishes,Type 1,501,294
1bc4ebea-92a8-11ee-8750-0242ac1c000c,Painted comber,Serranus scriba,Painted comber,Aquatic foods,Fishes,Type 1,502,295
1bc50e04-92a8-11ee-8750-0242ac1c000c,Atlantic pollock,Pollachius pollachius,Pollachius pollachius,Aquatic foods,Fishes,Type 1,503,296
1bc531a4-92a8-11ee-8750-0242ac1c000c,Atlantic wolffish,Anarhichas lupus,Atlantic wolffish,Aquatic foods,Fishes,Type 1,504,297
1bc555a8-92a8-11ee-8750-0242ac1c000c,Bamboo shoots,Phyllostachys edulis,Bamboo_shoots,Vegetables,Shoot vegetables,Type 1,505,298
1bc577fe-92a8-11ee-8750-0242ac1c000c,Striped bass,Morone saxatilis,Striped bass,Aquatic foods,Fishes,Type 1,506,299
1bc59ba8-92a8-11ee-8750-0242ac1c000c,Beer,,Beer,Beverages,Fermented beverages,Type 2,507,268
1bc5bebc-92a8-11ee-8750-0242ac1c000c,Beech nut,Fagus,Beech,Nuts,Nuts,Type 1,508,301
1bc5e3c4-92a8-11ee-8750-0242ac1c000c,Beluga whale,Delphinapterus leucas,Beluga_whale,Aquatic foods,Cetaceans,Type 1,509,302
1bc6071e-92a8-11ee-8750-0242ac1c000c,Bison,Bison bison,Bison,Animal foods,Bovines,Type 1,510,303
1bc62a1e-92a8-11ee-8750-0242ac1c000c,Alaska blackfish,Dallia pectoralis,Alaska blackfish,Aquatic foods,Fishes,Type 1,512,305
1bc64c7e-92a8-11ee-8750-0242ac1c000c,Northern bluefin tuna,Thunnus thynnus,Atlantic bluefin tuna,Aquatic foods,Fishes,Type 1,513,308
1bc66e02-92a8-11ee-8750-0242ac1c000c,Bluefish,Pomatomus saltatrix,Bluefish,Aquatic foods,Fishes,Type 1,514,309
1bc6918e-92a8-11ee-8750-0242ac1c000c,Wild boar,Sus scrofa,Wild boar,Animal foods,Swine,Type 1,515,310
1bc6b524-92a8-11ee-8750-0242ac1c000c,Bowhead whale,Balaena mysticetus,Bowhead whale,Aquatic foods,Cetaceans,Type 1,516,311
1bc6d82e-92a8-11ee-8750-0242ac1c000c,Breadfruit,Artocarpus altilis,Breadfruit,Fruits,Tropical fruits,Type 1,517,312
1bc6fc1e-92a8-11ee-8750-0242ac1c000c,Rapini,Brassica ruvo,Rapini,Vegetables,Cabbages,Type 1,519,314
1bc71f00-92a8-11ee-8750-0242ac1c000c,Buffalo,Bubalus bubalis,Bubalus_bubalis,Animal foods,Bovines,Type 1,521,316
1bc7430e-92a8-11ee-8750-0242ac1c000c,Burbot,Lota lota,Burbot,Aquatic foods,Fishes,Type 1,522,317
1bc766d6-92a8-11ee-8750-0242ac1c000c,Giant butterbur,Petasites japonicus,Petasites japonicus,Vegetables,Other vegetables,Type 1,523,318
1bc789cc-92a8-11ee-8750-0242ac1c000c,American butterfish,Peprilus triacanthus,American butterfish,Aquatic foods,Fishes,Type 1,524,319
1bc7ac4a-92a8-11ee-8750-0242ac1c000c,Butternut,Juglans cinerea,Juglans_cinerea,Nuts,Nuts,Type 1,525,320
1bc7cde2-92a8-11ee-8750-0242ac1c000c,Butternut squash,Cucurbita moschata,Butternut squash,Gourds,Gourds,Type 1,526,321
1bc7f16e-92a8-11ee-8750-0242ac1c000c,Cardoon,Cynara cardunculus,Cardoon,Vegetables,Shoot vegetables,Type 1,527,323
1bc815ae-92a8-11ee-8750-0242ac1c000c,Natal plum,Carissa macrocarpa,Carissa macrocarpa,Fruits,Tropical fruits,Type 1,529,325
1bc83908-92a8-11ee-8750-0242ac1c000c,Carob,Ceratonia siliqua,Carob,Vegetables,Other vegetables,Type 1,530,326
1bc85ba4-92a8-11ee-8750-0242ac1c000c,Common carp,Cyprinus carpio,Common carp,Aquatic foods,Fishes,Type 1,531,327
1bc87efe-92a8-11ee-8750-0242ac1c000c,Channel catfish,Ictalurus punctatus,Channel_catfish,Aquatic foods,Fishes,Type 1,532,329
1bc8a366-92a8-11ee-8750-0242ac1c000c,Chia,Salvia hispanica,Salvia_hispanica,Herbs and Spices,Other seeds,Type 1,533,333
1bc8c6ca-92a8-11ee-8750-0242ac1c000c,Chinese chestnut,Castanea mollissima,Chinese_chestnut,Nuts,Nuts,Type 1,534,336
1bc8e984-92a8-11ee-8750-0242ac1c000c,Garland chrysanthemum,Chrysanthemum coronarium,Garland chrysanthemum,Vegetables,Leaf vegetables,Type 1,535,338
1bc90c98-92a8-11ee-8750-0242ac1c000c,Cisco,Coregonus artedi,Coregonus_artedi,Aquatic foods,Fishes,Type 1,536,339
1bc9307e-92a8-11ee-8750-0242ac1c000c,Nuttall cockle,Clinocardium nuttallii,Clinocardium nuttallii,Aquatic foods,Mollusks,Type 1,537,340
1bc9545a-92a8-11ee-8750-0242ac1c000c,Common octopus,Octopus vulgaris,Common octopus,Aquatic foods,Mollusks,Type 1,538,344
1bc97868-92a8-11ee-8750-0242ac1c000c,Corn salad,Valerianella locusta,Valerianella locusta,Vegetables,Leaf vegetables,Type 1,539,345
1bc99c4e-92a8-11ee-8750-0242ac1c000c,Cottonseed,Gossypium,Cottonseed,Herbs and Spices,Oilseed crops,Type 1,540,346
1bc9c07a-92a8-11ee-8750-0242ac1c000c,Catjang pea,Vigna unguiculata ssp. cylindrica,Vigna_unguiculata_subsp._cylindrica,Pulses,Peas,Type 1,541,347
1bc9e37a-92a8-11ee-8750-0242ac1c000c,Squashberry,Viburnum edule,Squashberry,Fruits,Berries,Type 1,542,349
1bca0634-92a8-11ee-8750-0242ac1c000c,Atlantic croaker,Micropogonias undulatus,Atlantic croaker,Aquatic foods,Fishes,Type 1,543,350
1bca2a06-92a8-11ee-8750-0242ac1c000c,Cusk,Brosme brosme,Cusk (fish),Aquatic foods,Fishes,Type 1,544,351
1bca53b4-92a8-11ee-8750-0242ac1c000c,Cuttlefish,Sepiidae,Cuttlefish,Aquatic foods,Mollusks,Type 1,545,352
1bca77a4-92a8-11ee-8750-0242ac1c000c,Mule deer,Odocoileus,Mule deer,Animal foods,Venison,Type 1,546,353
1bca9b1c-92a8-11ee-8750-0242ac1c000c,Devilfish,Myoxocephalus,,Aquatic foods,Fishes,Type 1,547,354
1bcabf48-92a8-11ee-8750-0242ac1c000c,Dock,Rumex,Rumex,Herbs and Spices,Herbs,Type 1,548,355
1bcae720-92a8-11ee-8750-0242ac1c000c,Dolphin fish,Coryphaena hippurus,Dolphin_fish,Aquatic foods,Fishes,Type 1,549,356
1bcb0d86-92a8-11ee-8750-0242ac1c000c,Freshwater drum,Aplodinotus grunniens,Freshwater_drum,Aquatic foods,Fishes,Type 1,550,357
1bcb33c4-92a8-11ee-8750-0242ac1c000c,Freshwater eel,Anguilla,Freshwater_eel,Aquatic foods,Fishes,Type 1,552,362
1bcb5aac-92a8-11ee-8750-0242ac1c000c,Elk,Cervus canadensis,Elk,Animal foods,Venison,Type 1,553,364
1bcb80c2-92a8-11ee-8750-0242ac1c000c,Emu,Dromaius novaehollandiae,Emu,Animal foods,Poultry,Type 1,554,365
1bcba5c0-92a8-11ee-8750-0242ac1c000c,Oregon yampah,Perideridia oregana,Perideridia oregana,Vegetables,Root vegetables,Type 1,555,366
1bcbcc4e-92a8-11ee-8750-0242ac1c000c,European anchovy,Engraulis encrasicolus,European anchovy,Aquatic foods,Fishes,Type 1,556,367
1bcbf304-92a8-11ee-8750-0242ac1c000c,European chestnut,Castanea sativa,Castanea sativa,Nuts,Nuts,Type 1,557,368
1bcc1a00-92a8-11ee-8750-0242ac1c000c,Turbot,Scophthalmus maximus,Turbot,Aquatic foods,Fishes,Type 1,558,369
1bcc4020-92a8-11ee-8750-0242ac1c000c,Fireweed,Chamerion angustifolium,Chamerion angustifolium,Herbs and Spices,Herbs,Type 1,559,370
1bcc665e-92a8-11ee-8750-0242ac1c000c,Florida pompano,Trachinotus carolinus,Florida pompano,Aquatic foods,Fishes,Type 1,560,371
1bcc8bfc-92a8-11ee-8750-0242ac1c000c,Ginkgo nuts,Ginkgo biloba,Ginkgo biloba,Herbs and Spices,Other seeds,Type 1,561,372
1bccb028-92a8-11ee-8750-0242ac1c000c,Greylag goose,Anser anser,Greylag_goose,Animal foods,Poultry,Type 1,562,373
1bccd620-92a8-11ee-8750-0242ac1c000c,Groundcherry,Physalis,Groundcherry,Vegetables,Fruit vegetables,Type 1,564,376
1bccfc18-92a8-11ee-8750-0242ac1c000c,Grouper,Epinephelus,Grouper,Aquatic foods,Fishes,Type 1,565,377
1bcd233c-92a8-11ee-8750-0242ac1c000c,Haddock,Melanogrammus aeglefinus,Haddock,Aquatic foods,Fishes,Type 1,566,379
1bcd4a10-92a8-11ee-8750-0242ac1c000c,Horse,Equus caballus,Horse,Animal foods,Equines,Type 1,568,383
1bcd712a-92a8-11ee-8750-0242ac1c000c,Hyacinth bean,Lablab purpureus,Lablab purpureus,Pulses,Beans,Type 1,569,386
1bcd9812-92a8-11ee-8750-0242ac1c000c,Irish moss,Chondrus crispus,Chondrus_crispus,Aquatic foods,Seaweed,Type 1,570,387
1bcdbefa-92a8-11ee-8750-0242ac1c000c,Pacific jack mackerel,Trachurus symmetricus,Pacific jack mackerel,Aquatic foods,Fishes,Type 1,571,388
1bcde5ba-92a8-11ee-8750-0242ac1c000c,Japanese chestnut,Castanea crenata,Japanese Chestnut,Nuts,Nuts,Type 1,572,390
1bce0d42-92a8-11ee-8750-0242ac1c000c,Jerusalem artichoke,Helianthus tuberosus,Jerusalem artichoke,Vegetables,Tubers,Type 1,573,392
1bce33f8-92a8-11ee-8750-0242ac1c000c,Jujube,Ziziphus zizyphus,Jujube,Fruits,Other fruits,Type 1,574,393
1bce5b80-92a8-11ee-8750-0242ac1c000c,Jute,Corchorus olitorius,Jute,Vegetables,Leaf vegetables,Type 1,575,394
1bce8290-92a8-11ee-8750-0242ac1c000c,Kale,Brassica napus var. pabularia,Kale,Vegetables,Cabbages,Type 1,576,395
1bcea9aa-92a8-11ee-8750-0242ac1c000c,King mackerel,Scomberomorus cavalla,King_mackerel,Aquatic foods,Fishes,Type 1,577,397
1bced1dc-92a8-11ee-8750-0242ac1c000c,Lambsquarters,Chenopodium album,Chenopodium album,Vegetables,Leaf vegetables,Type 1,578,399
1bcef8ba-92a8-11ee-8750-0242ac1c000c,Leather chiton,Katharina tunicata,Katharina tunicata,Aquatic foods,Mollusks,Type 1,579,400
1bcf1ed0-92a8-11ee-8750-0242ac1c000c,Common ling,Molva molva,Common ling,Aquatic foods,Fishes,Type 1,580,402
1bcf4608-92a8-11ee-8750-0242ac1c000c,Lingcod,Ophiodon elongatus,Lingcod,Aquatic foods,Fishes,Type 1,581,403
1bcf6c8c-92a8-11ee-8750-0242ac1c000c,White lupine,Lupinus albus,White_lupine,Pulses,Other pulses,Type 1,582,408
1bcf939c-92a8-11ee-8750-0242ac1c000c,Malabar spinach,Basella alba,Basella alba,Vegetables,Leaf vegetables,Type 1,583,409
1bcfb994-92a8-11ee-8750-0242ac1c000c,Mammee apple,Mammea americana,Mammea_americana,Fruits,Tropical fruits,Type 1,584,410
1bcfe0d6-92a8-11ee-8750-0242ac1c000c,Purple mangosteen,Garcinia mangostana,Purple_mangosteen,Fruits,Tropical fruits,Type 1,585,411
1bd006e2-92a8-11ee-8750-0242ac1c000c,Alpine sweetvetch,Hedysarum alpinum,Hedysarum alpinum,Vegetables,Root vegetables,Type 1,586,412
1bd02dc0-92a8-11ee-8750-0242ac1c000c,Milkfish,Chanos chanos,Milkfish,Aquatic foods,Fishes,Type 1,587,413
1bd053c2-92a8-11ee-8750-0242ac1c000c,Monkfish,Lophius piscatorius,Monkfish,Aquatic foods,Fishes,Type 1,588,414
1bd07b36-92a8-11ee-8750-0242ac1c000c,Moth bean,Vigna aconitifolia,Moth bean,Pulses,Beans,Type 1,590,416
1bd0a1ba-92a8-11ee-8750-0242ac1c000c,Mountain yam,Dioscorea pentaphylla,Dioscorea pentaphylla,Vegetables,Tubers,Type 1,591,417
1bd0c7f8-92a8-11ee-8750-0242ac1c000c,Striped mullet,Mugil cephalus,Flathead mullet,Aquatic foods,Fishes,Type 1,592,418
1bd0ee04-92a8-11ee-8750-0242ac1c000c,New Zealand spinach,Tetragonia tetragonioides,Tetragonia tetragonioides,Vegetables,Leaf vegetables,Type 1,594,422
1bd1135c-92a8-11ee-8750-0242ac1c000c,Nopal,Opuntia cochenillifera,Nopal,Vegetables,Other vegetables,Type 1,595,423
1bd138e6-92a8-11ee-8750-0242ac1c000c,Ocean pout,Zoarces americanus,Ocean pout,Aquatic foods,Fishes,Type 1,596,424
1bd15fba-92a8-11ee-8750-0242ac1c000c,North Pacific giant octopus,Enteroctopus dofleini,Enteroctopus dofleini,Aquatic foods,Mollusks,Type 1,597,425
1bd186ac-92a8-11ee-8750-0242ac1c000c,Ohelo berry,Vaccinium reticulatum,Vaccinium reticulatum,Fruits,Berries,Type 1,598,426
1bd1ad76-92a8-11ee-8750-0242ac1c000c,Ostrich,Struthio camelus,Ostrich,Animal foods,Poultry,Type 1,601,430
1bd1d512-92a8-11ee-8750-0242ac1c000c,Spotted seal,Phoca largha,Spotted_seal,Aquatic foods,Pinnipeds,Type 1,602,431
1bd1fc22-92a8-11ee-8750-0242ac1c000c,Pacific herring,Clupea pallasii,Pacific herring,Aquatic foods,Fishes,Type 1,603,432
1bd2230a-92a8-11ee-8750-0242ac1c000c,Pacific rockfish,Sebastes,Sebastes,Aquatic foods,Fishes,Type 1,604,434
1bd249a2-92a8-11ee-8750-0242ac1c000c,Common persimmon,Diospyros virginiana,Common_Persimmon,Fruits,Tropical fruits,Type 1,606,437
1bd26fae-92a8-11ee-8750-0242ac1c000c,Pheasant,Phasianus colchicus,Pheasant,Animal foods,Poultry,Type 1,607,438
1bd294de-92a8-11ee-8750-0242ac1c000c,Northern pike,Esox lucius,Northern_pike,Aquatic foods,Fishes,Type 1,608,439
1bd2ba68-92a8-11ee-8750-0242ac1c000c,Pili nut,Canarium ovatum,Pili_nut,Nuts,Nuts,Type 1,609,440
1bd2e196-92a8-11ee-8750-0242ac1c000c,Colorado pinyon,Pinus edulis,Colorado_Pinyon,Nuts,Nuts,Type 1,610,441
1bd30810-92a8-11ee-8750-0242ac1c000c,Pitanga,Eugenia uniflora,Eugenia_uniflora,Fruits,Tropical fruits,Type 1,611,442
1bd32f7a-92a8-11ee-8750-0242ac1c000c,French plantain,Musa X paradisiaca,Musa × paradisiaca,Fruits,Tropical fruits,Type 1,612,444
1bd35784-92a8-11ee-8750-0242ac1c000c,American pokeweed,Phytolacca americana,Phytolacca americana,Vegetables,Shoot vegetables,Type 1,613,445
1bd37d90-92a8-11ee-8750-0242ac1c000c,Prairie turnip,Pediomelum esculentum,Psoralea esculenta,Vegetables,Root vegetables,Type 1,615,448
1bd3a3ec-92a8-11ee-8750-0242ac1c000c,Quinoa,Chenopodium quinoa,Quinoa,Herbs and Spices,Other seeds,Type 1,616,450
1bd3ca66-92a8-11ee-8750-0242ac1c000c,European rabbit,Oryctolagus,European_rabbit,Animal foods,Lagomorphs,Type 1,617,451
1bd3f072-92a8-11ee-8750-0242ac1c000c,Rainbow smelt,Osmerus mordax,Rainbow smelt,Aquatic foods,Fishes,Type 1,619,453
1bd4169c-92a8-11ee-8750-0242ac1c000c,Rainbow trout,Oncorhynchus mykiss,Rainbow trout,Aquatic foods,Fishes,Type 1,620,454
1bd43e4c-92a8-11ee-8750-0242ac1c000c,Malabar plum,Syzygium jambos,Malabar_plum,Fruits,Tropical fruits,Type 1,621,455
1bd464c6-92a8-11ee-8750-0242ac1c000c,Rose hip,Rosa,Rose hip,Herbs and Spices,Herbs,Type 1,622,456
1bd48b4a-92a8-11ee-8750-0242ac1c000c,Roselle,Hibiscus sabdariffa,Roselle_(plant),Herbs and Spices,Herbs,Type 1,623,457
1bd4b23c-92a8-11ee-8750-0242ac1c000c,Orange roughy,Hoplostethus atlanticus,Orange roughy,Aquatic foods,Fishes,Type 1,624,458
1bd4da14-92a8-11ee-8750-0242ac1c000c,Sablefish,Anoplopoma fimbria,Sablefish,Aquatic foods,Fishes,Type 1,625,459
1bd500c0-92a8-11ee-8750-0242ac1c000c,Pink salmon,Oncorhynchus gorbuscha,Pink_salmon,Aquatic foods,Fishes,Type 1,626,460
1bd52780-92a8-11ee-8750-0242ac1c000c,Chum salmon,Oncorhynchus keta,Chum_salmon,Aquatic foods,Fishes,Type 1,627,461
1bd55264-92a8-11ee-8750-0242ac1c000c,Coho salmon,Oncorhynchus kisutch,Coho_salmon,Aquatic foods,Fishes,Type 1,628,462
1bd578c0-92a8-11ee-8750-0242ac1c000c,Sockeye salmon,Oncorhynchus nerka,Sockeye_salmon,Aquatic foods,Fishes,Type 1,629,463
1bd5a00c-92a8-11ee-8750-0242ac1c000c,Chinook salmon,Oncorhynchus tshawytscha,Chinook salmon,Aquatic foods,Fishes,Type 1,630,464
1bd5c60e-92a8-11ee-8750-0242ac1c000c,Atlantic salmon,Salmo salar,Atlantic salmon,Aquatic foods,Fishes,Type 1,631,465
1bd5ecce-92a8-11ee-8750-0242ac1c000c,Salmonberry,Rubus spectabilis,Salmonberry,Fruits,Berries,Type 1,632,466
1bd61280-92a8-11ee-8750-0242ac1c000c,Common salsify,Tragopogon porrifolius,Tragopogon porrifolius,Vegetables,Root vegetables,Type 1,633,467
1bd638d2-92a8-11ee-8750-0242ac1c000c,Spanish mackerel,Scomberomorus maculatus,Spanish mackerel,Aquatic foods,Fishes,Type 1,634,470
1bd65f56-92a8-11ee-8750-0242ac1c000c,Pacific sardine,Sardinops sagax,Pacific_sardine,Aquatic foods,Fishes,Type 1,635,471
1bd685f8-92a8-11ee-8750-0242ac1c000c,Scup,Stenotomus chrysops,Scup,Aquatic foods,Fishes,Type 1,636,473
1bd6ac68-92a8-11ee-8750-0242ac1c000c,Sea cucumber,Parastichopus californicus,Sea cucumber,Aquatic foods,Other aquatic foods,Type 1,637,474
1bd6d378-92a8-11ee-8750-0242ac1c000c,Steller sea lion,Eumetopias jubatus,Steller sea lion,Aquatic foods,Pinnipeds,Type 1,638,475
1bd6f9f2-92a8-11ee-8750-0242ac1c000c,Bearded seal,Erignathus barbatus,Bearded_seal,Aquatic foods,Pinnipeds,Type 1,639,476
1bd72102-92a8-11ee-8750-0242ac1c000c,Ringed seal,Pusa hispida,Ringed seal,Aquatic foods,Pinnipeds,Type 1,640,477
1bd7474a-92a8-11ee-8750-0242ac1c000c,Sea trout,Salmo trutta forma trutta,,Aquatic foods,Fishes,Type 1,641,478
1bd76fb8-92a8-11ee-8750-0242ac1c000c,Sesbania flower,Sesbania bispinosa,Sesbania_bispinosa,Vegetables,Other vegetables,Type 1,642,479
1bd795ce-92a8-11ee-8750-0242ac1c000c,American shad,Alosa sapidissima,American shad,Aquatic foods,Fishes,Type 1,643,480
1bd7bd88-92a8-11ee-8750-0242ac1c000c,Shark,Squaliformes,Shark,Aquatic foods,Fishes,Type 1,644,481
1bd7e93e-92a8-11ee-8750-0242ac1c000c,Sheefish,Stenodus leucichthys,Stenodus leucichthys,Aquatic foods,Fishes,Type 1,645,482
1bd810c6-92a8-11ee-8750-0242ac1c000c,Sheepshead,Archosargus probatocephalus,Archosargus_probatocephalus,Aquatic foods,Fishes,Type 1,646,484
